,user_id
1333,1258262837882839041
1334,1906275108
1335,586679095
1336,1247002138590339073
1337,1190225563157327873
1338,1233539023936925696
1339,161639190
1340,4732377499
1341,1484723976
1342,1171267961308344320
1343,260667184
1344,85638721
1345,1235403456489259008
1346,868390367757950976
1347,2905762190
1348,1190893674965524481
1349,723669019979448321
1350,1235917403751505921
1351,1038547962463309824
1352,133242003
1353,1368316560
1354,994473674437636096
1355,577968535
1356,3075225966
1357,1253211003220750336
1358,880009594260529152
1359,1257463869162704896
1360,3097530570
1361,3300684862
1362,1256792419057561600
1363,2359741856
1364,853256234186661888
1365,1243386714988503040
1366,1241365695520067584
1367,1086418162797559808
1368,1237384809002876929
1369,966124448100229130
1370,1205038164886216704
1371,1170901430535737344
1372,4311591793
1373,1128633841457909760
1374,1605151998
1375,1049694537101193216
1376,1240946131212722177
1377,1254091207401078784
1378,1249934197587763200
1379,1236048466565943296
1380,275844919
1381,1230825808073117697
1382,1164803906896986112
1383,157353152
1384,901071810678079489
1385,1014251975901245440
1386,2942519114
1387,815873781252009984
1388,1122501598880526336
1389,1216765332850798592
1390,1206468994229620737
1391,1155989045199028224
1392,726419164416499712
1393,3285816876
1394,1095321370634797056
1395,2935779733
1396,2409052309
1397,2943280602
1398,1236259351582494721
1399,49279007
1400,831619001625276417
1401,1201885253318643715
1402,1329714710
1403,973142341966970880
1404,1205778797997330432
1405,1108480233328410624
1406,731281753537552386
1407,1063106940220260352
1408,133739961
1409,1110123233750061060
1410,1080062117296758784
1411,724982125154291712
1412,1234645854385889280
1413,1234137962419388417
1414,2868423288
1415,1198126638057177088
1416,1052078674466357248
1417,1226881700459757570
1418,1486621082
1419,610880256
1420,790421130829967360
1421,1113264407650361344
1422,3310386482
1423,1201083651254968320
1424,186345103
1425,2451521166
1426,1066213152415600640
1427,169045792
1428,1214918489883856896
1429,2450547888
1430,887201745511657472
1431,1160586314825097216
1432,1180090511983427584
1433,713162700340244481
1434,1155838391524528129
1435,1194185517954265091
1436,1198753287492603904
1437,752390468743278592
1438,1212415775828410368
1439,846020191737860097
1440,841604463395667968
1441,949651255193825280
1442,793460772009455617
1443,1223698861820170240
1444,704632232627965952
1445,4519972935
1446,363058505
1447,854855133481402369
1448,88073231
1449,1222505292073598979
1450,2213141400
1451,1185515554242813952
1452,438913784
1453,1183670329417162752
1454,1045048652421451776
1455,1213440195774672901
1456,984077060
1457,706273870781677568
1458,1214256497665794049
1459,1028274567402274816
1460,864567768686837760
1461,4608851954
1462,35203319
1463,767140580132392960
1464,1174957310327713792
1465,1213421552944812035
1466,915105349476036609
1467,236440463
1468,1208366534617288704
